 u 0 - p 0.0  ::    0.0  /  403.0 :::: 
 u 1 - p 0.0  ::    0.0  /  379.0 :::: 
 u 2 - p 0.0  ::    0.0  /  373.0 :::: 
 u 3 - p 0.0  ::    0.0  /  368.0 :::: 
 u 4 - p 0.0  ::    0.0  /  360.0 :::: 
 u 5 - p 0.0  ::    0.0  /  355.0 :::: 
 u 6 - p 0.0  ::    0.0  /  346.0 :::: 
 u 7 - p 0.0029411764705882353  ::    1.0  /  340.0 ::::  17
 u 8 - p 0.0  ::    0.0  /  332.0 :::: 
 u 9 - p 0.0  ::    0.0  /  330.0 :::: 
 u 10 - p 0.0  ::    0.0  /  311.0 :::: 
 u 11 - p 0.0  ::    0.0  /  305.0 :::: 
 u 12 - p 0.0  ::    0.0  /  305.0 :::: 
 u 13 - p 0.003289473684210526  ::    1.0  /  304.0 ::::  418
 u 14 - p 0.0  ::    0.0  /  304.0 :::: 
 u 15 - p 0.0  ::    0.0  /  297.0 :::: 
 u 16 - p 0.0034129692832764505  ::    1.0  /  293.0 ::::  68
 u 17 - p 0.003424657534246575  ::    1.0  /  292.0 ::::  15
 u 18 - p 0.0  ::    0.0  /  291.0 :::: 
 u 19 - p 0.003484320557491289  ::    1.0  /  287.0 ::::  767
 u 20 - p 0.0035587188612099642  ::    1.0  /  281.0 ::::  68
 u 21 - p 0.0  ::    0.0  /  278.0 :::: 
 u 22 - p 0.0  ::    0.0  /  275.0 :::: 
 u 23 - p 0.0  ::    0.0  /  271.0 :::: 
 u 24 - p 0.0  ::    0.0  /  268.0 :::: 
 u 25 - p 0.003745318352059925  ::    1.0  /  267.0 ::::  68
 u 26 - p 0.0  ::    0.0  /  264.0 :::: 
 u 27 - p 0.0  ::    0.0  /  264.0 :::: 
 u 28 - p 0.0  ::    0.0  /  260.0 :::: 
 u 29 - p 0.0  ::    0.0  /  260.0 :::: 
 u 30 - p 0.0038910505836575876  ::    1.0  /  257.0 ::::  16
 u 31 - p 0.0  ::    0.0  /  256.0 :::: 
 u 32 - p 0.0  ::    0.0  /  255.0 :::: 
 u 33 - p 0.00392156862745098  ::    1.0  /  255.0 ::::  250
 u 34 - p 0.0  ::    0.0  /  253.0 :::: 
 u 35 - p 0.0  ::    0.0  /  252.0 :::: 
 u 36 - p 0.0  ::    0.0  /  248.0 :::: 
 u 37 - p 0.0040650406504065045  ::    1.0  /  246.0 ::::  50
 u 38 - p 0.0  ::    0.0  /  246.0 :::: 
 u 39 - p 0.0  ::    0.0  /  244.0 :::: 
 u 40 - p 0.0  ::    0.0  /  243.0 :::: 
 u 41 - p 0.004132231404958678  ::    1.0  /  242.0 ::::  3088
 u 42 - p 0.0  ::    0.0  /  241.0 :::: 
 u 43 - p 0.0  ::    0.0  /  241.0 :::: 
 u 44 - p 0.0  ::    0.0  /  237.0 :::: 
 u 45 - p 0.0  ::    0.0  /  236.0 :::: 
 u 46 - p 0.0  ::    0.0  /  235.0 :::: 
 u 47 - p 0.00425531914893617  ::    1.0  /  235.0 ::::  3
 u 48 - p 0.0  ::    0.0  /  233.0 :::: 
 u 49 - p 0.0  ::    0.0  /  230.0 :::: 
 u 50 - p 0.0  ::    0.0  /  230.0 :::: 
 u 51 - p 0.0  ::    0.0  /  229.0 :::: 
 u 52 - p 0.0  ::    0.0  /  227.0 :::: 
 u 53 - p 0.004424778761061947  ::    1.0  /  226.0 ::::  68
 u 54 - p 0.0  ::    0.0  /  226.0 :::: 
 u 55 - p 0.0  ::    0.0  /  224.0 :::: 
 u 56 - p 0.0  ::    0.0  /  220.0 :::: 
 u 57 - p 0.0  ::    0.0  /  220.0 :::: 
 u 58 - p 0.0  ::    0.0  /  214.0 :::: 
 u 59 - p 0.0  ::    0.0  /  214.0 :::: 
 u 60 - p 0.0  ::    0.0  /  213.0 :::: 
 u 61 - p 0.0  ::    0.0  /  213.0 :::: 
 u 62 - p 0.0  ::    0.0  /  213.0 :::: 
 u 63 - p 0.0  ::    0.0  /  213.0 :::: 
 u 64 - p 0.0  ::    0.0  /  211.0 :::: 
 u 65 - p 0.0  ::    0.0  /  210.0 :::: 
 u 66 - p 0.004784688995215311  ::    1.0  /  209.0 ::::  22
 u 67 - p 0.0  ::    0.0  /  209.0 :::: 
 u 68 - p 0.004807692307692308  ::    1.0  /  208.0 ::::  43
 u 69 - p 0.0  ::    0.0  /  208.0 :::: 
 u 70 - p 0.0  ::    0.0  /  207.0 :::: 
 u 71 - p 0.0  ::    0.0  /  207.0 :::: 
 u 72 - p 0.004830917874396135  ::    1.0  /  207.0 ::::  15
 u 73 - p 0.0  ::    0.0  /  206.0 :::: 
 u 74 - p 0.0  ::    0.0  /  205.0 :::: 
 u 75 - p 0.0  ::    0.0  /  205.0 :::: 
 u 76 - p 0.0  ::    0.0  /  204.0 :::: 
 u 77 - p 0.009852216748768473  ::    2.0  /  203.0 ::::  43 42
 u 78 - p 0.0  ::    0.0  /  202.0 :::: 
 u 79 - p 0.0  ::    0.0  /  202.0 :::: 
 u 80 - p 0.0  ::    0.0  /  201.0 :::: 
 u 81 - p 0.0  ::    0.0  /  201.0 :::: 
 u 82 - p 0.0  ::    0.0  /  199.0 :::: 
 u 83 - p 0.005050505050505051  ::    1.0  /  198.0 ::::  250
 u 84 - p 0.0  ::    0.0  /  197.0 :::: 
 u 85 - p 0.0  ::    0.0  /  196.0 :::: 
 u 86 - p 0.0  ::    0.0  /  195.0 :::: 
 u 87 - p 0.0  ::    0.0  /  192.0 :::: 
 u 88 - p 0.0  ::    0.0  /  191.0 :::: 
 u 89 - p 0.005235602094240838  ::    1.0  /  191.0 ::::  120
 u 90 - p 0.0  ::    0.0  /  190.0 :::: 
 u 91 - p 0.0  ::    0.0  /  190.0 :::: 
 u 92 - p 0.0  ::    0.0  /  190.0 :::: 
 u 93 - p 0.0  ::    0.0  /  188.0 :::: 
 u 94 - p 0.0  ::    0.0  /  187.0 :::: 
 u 95 - p 0.0053475935828877  ::    1.0  /  187.0 ::::  247
 u 96 - p 0.0  ::    0.0  /  187.0 :::: 
 u 97 - p 0.0  ::    0.0  /  187.0 :::: 
 u 98 - p 0.0  ::    0.0  /  185.0 :::: 
 u 99 - p 0.0  ::    0.0  /  185.0 :::: 
 u 100 - p 0.0  ::    0.0  /  185.0 :::: 
 u 101 - p 0.0  ::    0.0  /  184.0 :::: 
 u 102 - p 0.005434782608695652  ::    1.0  /  184.0 ::::  120
 u 103 - p 0.010869565217391304  ::    2.0  /  184.0 ::::  16 17
 u 104 - p 0.0  ::    0.0  /  183.0 :::: 
 u 105 - p 0.0  ::    0.0  /  183.0 :::: 
 u 106 - p 0.0  ::    0.0  /  182.0 :::: 
 u 107 - p 0.0  ::    0.0  /  182.0 :::: 
 u 108 - p 0.0  ::    0.0  /  181.0 :::: 
 u 109 - p 0.0  ::    0.0  /  181.0 :::: 
 u 110 - p 0.0  ::    0.0  /  181.0 :::: 
 u 111 - p 0.0055248618784530384  ::    1.0  /  181.0 ::::  28
 u 112 - p 0.0  ::    0.0  /  181.0 :::: 
 u 113 - p 0.0  ::    0.0  /  181.0 :::: 
 u 114 - p 0.0  ::    0.0  /  181.0 :::: 
 u 115 - p 0.0  ::    0.0  /  180.0 :::: 
