 u 0 - p 0.0024813895781637717  ::    1.0  /  403.0 ::::  72
 u 1 - p 0.0079155672823219  ::    3.0  /  379.0 ::::  8991 9468 9559
 u 2 - p 0.0  ::    0.0  /  373.0 :::: 
 u 3 - p 0.0  ::    0.0  /  368.0 :::: 
 u 4 - p 0.0  ::    0.0  /  360.0 :::: 
 u 5 - p 0.0  ::    0.0  /  355.0 :::: 
 u 6 - p 0.002890173410404624  ::    1.0  /  346.0 ::::  669
 u 7 - p 0.0  ::    0.0  /  340.0 :::: 
 u 8 - p 0.0  ::    0.0  /  332.0 :::: 
 u 9 - p 0.0  ::    0.0  /  330.0 :::: 
 u 10 - p 0.0  ::    0.0  /  311.0 :::: 
 u 11 - p 0.006557377049180328  ::    2.0  /  305.0 ::::  1078 1531
 u 12 - p 0.009836065573770493  ::    3.0  /  305.0 ::::  20 205 677
 u 13 - p 0.0  ::    0.0  /  304.0 :::: 
 u 14 - p 0.0  ::    0.0  /  304.0 :::: 
 u 15 - p 0.0  ::    0.0  /  297.0 :::: 
 u 16 - p 0.0  ::    0.0  /  293.0 :::: 
 u 17 - p 0.003424657534246575  ::    1.0  /  292.0 ::::  15
 u 18 - p 0.003436426116838488  ::    1.0  /  291.0 ::::  90
 u 19 - p 0.0  ::    0.0  /  287.0 :::: 
 u 20 - p 0.0  ::    0.0  /  281.0 :::: 
 u 21 - p 0.0  ::    0.0  /  278.0 :::: 
 u 22 - p 0.0  ::    0.0  /  275.0 :::: 
 u 23 - p 0.0036900369003690036  ::    1.0  /  271.0 ::::  15
 u 24 - p 0.0  ::    0.0  /  268.0 :::: 
 u 25 - p 0.00749063670411985  ::    2.0  /  267.0 ::::  189 240
 u 26 - p 0.0  ::    0.0  /  264.0 :::: 
 u 27 - p 0.0  ::    0.0  /  264.0 :::: 
 u 28 - p 0.0  ::    0.0  /  260.0 :::: 
 u 29 - p 0.0  ::    0.0  /  260.0 :::: 
 u 30 - p 0.0038910505836575876  ::    1.0  /  257.0 ::::  5
 u 31 - p 0.00390625  ::    1.0  /  256.0 ::::  36
 u 32 - p 0.0  ::    0.0  /  255.0 :::: 
 u 33 - p 0.011764705882352941  ::    3.0  /  255.0 ::::  502 767 1078
 u 34 - p 0.003952569169960474  ::    1.0  /  253.0 ::::  556
 u 35 - p 0.003968253968253968  ::    1.0  /  252.0 ::::  26
 u 36 - p 0.0  ::    0.0  /  248.0 :::: 
